"property","value"
"http://dbpedia.org/ontology/abstract","Aslan Georgievich Bzhania (en abjasio: Аслан Гьаргь-иҧа Бжьаниа, en ruso: Аслан Георгиевич Бжания; , 6 de abril de 1963) es un político abjasio que se desempeña como Presidente de Abjasia desde el 23 de abril de 2020. Fue el jefe del Servicio de Seguridad del Estado, y uno de los líderes de la oposición en Abjasia."
"http://dbpedia.org/ontology/abstract","Aslán (Jalid) Alíyevich Masjádov (ruso: Аслан (Халид) Алиевич Масхадов) (21 de septiembre de 1951 - 8 de marzo de 2005) fue un líder de la República Chechena de Ichkeria, estado no reconocido establecido en Chechenia (Rusia). A Masjádov se le atribuye en gran parte la victoria de los separatistas en la Primera Guerra Chechena, que tuvo como consecuencia el establecimiento del gobierno independiente de facto de la República Chechena de Ichkeria. Masjádov se convirtió en presidente de la RCI en enero de 1997 con cierto respaldo por parte de Moscú. Al estallar la Segunda Guerra Chechena regresó a liderar el movimiento guerrillero separatista en contra de la intervención militar federal en la región. Fue abatido según los reportes en una población del sur de Chechenia en marzo de 2005."
"http://dbpedia.org/ontology/abstract","Aslán Alíyevich Dzharímov (en adigué: Аслъан Алие ыкъор Джаримэ, en ruso, Аслан Алиевич Джаримов) es un político ruso de etnia adigué que fue el presidente de la república de Adiguesia, en el sur de Rusia. Se graduó en la facultad de Economía del Instituto Agrícola del Kubán en 1964, postgraduándose en economía agrícola en 1968. Comenzó su carrera en el koljoz Put k kommunizmu (Путь к коммунизму). En 1964 trabajó como ingeniero agrónomo de productores de semillas, vinculado a la administración del raión de Koshejabl. De 1968 a 1970 fue Jefe de Planificación y del Departamento Económico del Departamento Regional Adigué de Agricultura. De 1970 a 1973 fue jefe adjunto del Departamento de Agricultura Adigué del Comité del Partido. De 1973 a 1975 fue Director Regional de la Estación Experimental Agrícola del Óblast Autónomo Adigués. De 1975 a 1980 fue Jefe del Departamento de Agricultura e Industria Alimentaria Adigué Comité Regional del PCUS. De 1980 a 1984 fue Secretario del Comité del Partido Adygei (encargada de la agricultura). De 1984 a 1987 fue Jefe del Departamento de Agricultura e Industria Alimentaria del Comité Regional de Krasnodar del Partido Comunista. De 1987 a 1989 fue Secretario del Comité Regional de Krasnodar del Partido Comunista. De 1989 a 1991 fue primer secretario del Comité del Partido de Adiguesia. Desde 1990 a 1992 - Presidente del Consejo Regional adigué de los Diputados del Pueblo. Fue elegido diputado de la URSS en el distrito N703 territorial nacional (Adiguesia), formó parte del grupo parlamentario de los comunistas. En 1990 fue delegado al Congreso Constituyente del PK RSFSR y en el XXVIII Congreso del PCUS. El 5 de enero de 1992 fue elegido Presidente de la República de Adiguesia y Presidente del Consejo de Ministros de la República de Adiguesia, recibiendo el 69,4% de los votos y su oponente Pshimaf Jakuz el 23,4%. El 12 de enero de 1997 fue elegido Presidente de la República de Adiguesia en un segundo período, ganó las elecciones con el 57,80% de los votos. El 13 de enero de 2002 en la elección del Presidente de Adiguesia obtuvo el 10% de los votos, reconociendo la victoria de Jazret Sovmen (68%). Durante la Guerra de Abjasia (1992-1993) asistió a Abjasia. Desde el año 2003 es cónsul general de la Federación Rusa en Varna, Bulgaria. Está casado y tiene tres hijos. En el año 2000 fue Campeón Veterano del Mundo de sambo en la categoría de peso de más de 100 kg."
"http://dbpedia.org/ontology/abstract","Aslán Kítovich Tjaskushínov (en adigué: ТхьакIущынэ Аслъан Кытэ ыкъор, en ruso, Аслан Ки́тович Тхакуши́нов; Uliap, krai de Krasnodar, RSFS de Rusia, Unión Soviética, 12 de julio de 1947) es un político ruso de etnia adigué que fue Jefe de la República de Adiguesia, en el sur de Rusia entre el 13 de diciembre de 2006 y el 12 de enero de 2017, cuando fue sucedido por . Es asimismo rector de la , Doctor en Ciencias Sociales y miembro del partido Rusia Unida."
"http://dbpedia.org/ontology/abstract","Asma Abdallá o Asma Mohamed Abdallá ​ (también conocida como: Asmaa, Abdallah, Abdullah ​ ​ ; en árabe, أسماء محمد عبدالله ) (Jartum, 1946) es una diplomática sudanesa. Desde el 8 de septiembre de 2019 es la ministra de Asuntos Exteriores de Sudán en el gabinete del primer ministro Abdalla Hamdok, durante la . Es la primera mujer en asumir el puesto de Ministra de Exteriores en la historia de Sudán."
"http://dbpedia.org/ontology/abstract","Asma Jilani Jahangir (27 enero de 1952-11 de febrero 2018) fue una abogada pakistaní especialista en derechos humanos y activista social cofundadora y presidenta de la Comisión de Derechos humanos de Pakistán. Fue especialmente conocida por su trabajo con el Movimiento de Abogados y se desempeñó como Relatora Especial de Naciones Unidas sobre Libertad de Culto o Creencia y como miembro del Grupo de Crisis Internacional.​​​​"
"http://dbpedia.org/ontology/abstract","Asma al-Ásad (en árabe, أسماء الأسد); (Londres, 11 de agosto de 1975; nacida como Asma Fawaz al-Akhras; en árabe, أسماء فواز الأخرس), es la actual Primera Dama de Siria. Nació en Londres, después de que su familia emigrara al Reino Unido desde la ciudad siria de Homs. Se casó con el presidente de Siria, Bashar al-Assad, en diciembre de 2000, después de haber desarrollado su carrera en la banca de inversiones."
"http://dbpedia.org/ontology/abstract","Assaad Hardan (en árabe: أسعد حردان, nacido en 1951 en ) es un político libanés y líder del Partido Social Nacionalista Sirio en su país.​ Se unió al grupo ya mencionado en 1968 y pasó a ser dirigente de la Agencia Política Central, después de un papel altamente polémico durante la guerra civil. En 1992 es elegido miembro del  representanto el escaño Ortodoxo Oriental del distrito de Marjeyoun-Hasbaya y ha sido nombrado repetidamente al gobierno: Ministro de Estado sin cartera entre 1990 y 1992 (gobierno de Omar Karami y ), Ministro del Trabajo entre 1995 y 1998 y entre 2003 y 2004, fue sucedido por  en 2004."
"http://dbpedia.org/ontology/abstract","Assad Bucaram Elmhalin (24 de diciembre de 1916 - 5 de noviembre de 1981) fue un político ecuatoriano. Se desempeñó en varios cargos públicos, y fue líder del partido Concentración de Fuerzas Populares (CFP). Su figura fue influyente en la política ecuatoriana y a lo largo de su carrera política se relacionó con muchos otros personajes políticos y su partido de corte populista entró en muchas alianzas."
"http://dbpedia.org/ontology/abstract","Astolfo Tapia Moore (Santiago, 10 de septiembre de 1911 – ibídem, 21 de marzo de 1980) fue un profesor y político socialista chileno. Hijo de Ismael Tapia Muñoz y Amelia Moore López. Contrajo matrimonio con Irma Clara Sietlitz Ramírez (1939). Educado en el Liceo Miguel Luis Amunátegui y cursó pedagogía en inglés y filosofía (1930-1934) en el Instituto Pedagógico de la Universidad de Chile. Cursó además la carrera de Derecho, pero no concluyó."
"http://dbpedia.org/ontology/abstract","Astrid Carolina Hummel​​ (Rosario, 1 de diciembre de 1967) es una abogada y política argentina, que desde 2017 se desempeñó como Diputada de la Nación por la Provincia de Santa Fe, del partido Propuesta Republicana en el interbloque Cambiemos En la Cámara de Diputados ejerció las funciones de Secretaria de la Comisión de Población y Desarrollo Humano​. Integró también como Vocal las Comisiones de Prevención de Adicciones y Control del Narcotráfico​, Asuntos Cooperativos, Mutuales y de Org. No Gubernamentales​, Ciencia, Tecnología e Innovación Productiva​, Cultura​, Discapacidad​ y Previsión y Seguridad Social​. También llevó adelante la Presidencia del Grupo Parlamentario de Amistad con Singapur​."
"http://dbpedia.org/ontology/abstract","Astrid Fischel Volio (San José, 26 de marzo de 1954), es una historiadora costarricense, que se desempeñó como Primera Vicepresidenta de la República en la administración Rodríguez Echeverría (1998-2002) y también como Ministra de Cultura, Juventud y Deportes. Es hija de Oscar Fischel Robles y Olga Volio Guardia. Está casada con Eduardo Polini Freer. su sobrina segunda e hija del dueño de la Corporación Fischel, Suzanne Fischel, se encuentra casada con Oscar Arias, expresidente de la República."
"http://dbpedia.org/ontology/abstract","Asunción Cruañes Molina (Jávea, Alicante, 15 de enero de 1925 - Alicante, 27 de enero de 2012) fue una política española."
"http://dbpedia.org/ontology/abstract","Asunción Sánchez Zaplana (Alicante, 11 de noviembre de 1965) es una política y química española."
"http://dbpedia.org/ontology/abstract","Atal Bihari Vajpayee (en hindi: अटल बिहारी वाजपेयी; Gwalior, 25 de diciembre de 1924-Nueva Delhi, 16 de agosto de 2018)​ fue un político indio que ocupó el cargo de primer ministro de la India en dos mandatos, uno muy breve en 1996 y otro desde 1998 hasta 2004. Fue el mayor líder del partido Bharatiya Janata y del nacionalismo hindú en política india. Sirvió como miembro del Parlamento de la India durante casi cincuenta años."
"http://dbpedia.org/ontology/abstract","Atanasio Ndongo Miyono (sus apellidos son a veces también escritos como Ndong Miyone) (Rio Benito, 1928 - Bata, 26 de marzo de 1969), político ecuatoguineano."
"http://dbpedia.org/ontology/abstract","Atanasio de la Cruz Aguirre Aguado (Montevideo, 2 de junio de 1801 - Montevideo, 28 de septiembre de 1875) fue un político uruguayo, perteneciente al partido Nacional."
"http://dbpedia.org/ontology/abstract","Atef Muhammad Ebeid (en árabe: عاطف محمد عبيد; Tanta, 14 de abril de 1932 − 12 de septiembre de 2014)​ fue un político egipcio, primer ministro de Egipto entre 1999 y 2004."
"http://dbpedia.org/ontology/abstract","Ati George Sokomanu (nombre original:George Kalkoa; 13 de enero de 1937) fue el primer presidente de la República de Vanuatu.​ Fue elegido presidente por el parlamento al acceder este país a la independencia el 30 de julio de 1980.​ Dimitió el 17 de febrero de 1984 al ser procesado por delitos fiscales, pero fue elegido semanas después por el parlamento para un periodo de cinco años. En diciembre de 1988 intentó destituir al primer ministro Walter Lini y sustituirlo por su sobrino , pero el Tribunal Supremo de Vanuatu revocó la decisión al día siguiente. El Consejo Electoral lo destituyó el 12 de enero de 1989. Anglófono y miembro del Vanua'aku Pati, cursó estudios secundarios durante los años 40 en Fiji, en Lelean Memorial School. Fue secretario General de la Comunidad del Pacífico entre 1993 y 1996. Recibió la Orden del Mérito de Vanuatu y la Orden del Imperio Británico​"
"http://dbpedia.org/ontology/abstract","Atifete Jahjaga (Đakovica, Yugoslavia, 20 de abril de 1975) es una política kosovar. Desde el 7 de abril de 2011 hasta el 7 de abril de 2016, ejerció como la cuarta presidenta de la República de Kosovo."
"http://dbpedia.org/ontology/abstract","Atilio Esteban Cattáneo (Lobos, 15 de octubre de 1889 - Buenos Aires, 22 de junio de 1957) fue un militar y político argentino, pionero de la aviación de su país y que ejerció como diputado nacional en oposición al peronismo.​"
"http://dbpedia.org/ontology/abstract","Atilio Francisco Salvador Benedetti (Larroque, 1 de enero de 1955) es licenciado en bromatología, político y empresario argentino que ha desempeñado diferentes cargos y funciones tanto en el ámbito privado como público. Actualmente es Diputado Nacional por Entre Ríos."
"http://dbpedia.org/ontology/abstract","Atilio Narancio Bozzano (Montevideo, 3 de julio de 1883 — Montevideo, 22 de febrero de 1952) fue un pediatra, político y dirigente del fútbol uruguayo vinculado al Club Nacional de Football, del cual fue uno de los fundadores. Se lo conoció también como «El Padre de la Victoria»​ debido a su papel preponderante para la conquista de la medalla de oro por parte de la selección de fútbol de Uruguay en los Juegos Olímpicos de 1924.​"
"http://dbpedia.org/ontology/abstract","Atilio Oscar Viglione (Chivilcoy, Buenos Aires; 16 de septiembre de 1914 - Trelew, Chubut; 20 de marzo de 2010) fue un médico y político argentino, gobernador de la Provincia del Chubut entre 1983 y 1987."
"http://dbpedia.org/ontology/abstract","Atilio Pessagno (Buenos Aires, 8 de septiembre de 1886 - Buenos Aires, 8 de septiembre de 1965) fue un Ministro de la Corte Suprema de Justicia de Argentina."
"http://dbpedia.org/ontology/abstract","Atilio Valentín Dell’Oro Maini (Buenos Aires, 30 de julio de 1895 - Buenos Aires, 15 de julio de 1974) fue un dirigente estudiantil, abogado, sindicalista, periodista y político argentino. Líder del sector estudiantil que se opuso a la Reforma Universitaria de 1918, impulsor del Partido Demócrata Cristiano y Ministro de Educación de Argentina durante la dictadura autodenominada Revolución Libertadora. Primer director de la revista Criterio. Presidente de la Academia Nacional de Derecho y Ciencias Sociales de Buenos Aires y miembro de grado de las Academias Nacional de Ciencias Morales y Políticas, Argentina de Letras y Mexicana de la Lengua. Y dos veces presidente en la UNESCO."
"http://dbpedia.org/ontology/abstract","Attila Mesterházy (Pécs, 30 de enero de 1974) es un político húngaro, actual presidente del Partido Socialista Húngaro desde el 10 de julio de 2010. Fue candidato por dicho partido a la presidencia del gobierno en las elecciones parlamentarias húngaras de 2010."
"http://dbpedia.org/ontology/abstract","Aubin-Edmond Arsenault ( 1870 - 1968 ) político canadiense, primer acadiano en convertirse en primer ministro de la provincia de la Isla del Príncipe Eduardo de 1917 a 1919. Era hijo de , primer acadiano de la Isla del Príncipe Eduardo convertido en senador."
"http://dbpedia.org/ontology/abstract","Audomaro Martínez Zapata es un militar mexicano. Nació el 19 de noviembre de 1948 en Cunduacán, Tabasco. Se graduó del Colegio Militar en 1967. En 1980, el entonces mayor de caballería estuvo comisionado en la 30 zona militar de Villahermosa, Tabasco, donde conoció a Andrés Manuel López Obrador, quien era director del Instituto Indigenista del gobierno estatal. Fue nombrado subjefe de Estado Mayor de la zona. Martínez Zapata permaneció hasta 1979 en la ciudad de México, adscrito al Estado Mayor de la Defensa, aunque su deseo era estar comisionado en una entidad del sureste mexicano como cuando lo estuvo de septiembre de 1977 a agosto de 1978 en Campeche. En la ciudad de Villahermosa, Obrador y Martínez Zapata, coincidían constantemente en ceremonias oficiales, eventos de gobierno y programas del Ejército como apoyo a la administración tabasqueña. En agosto de 1983 fue comisionado de nueva cuenta a la ciudad de México, con el fin de estar hasta el mes de diciembre adscrito a la Inspección General del Ejército y Fuerza Aérea; donde tuvo amistad con el entonces secretario de la Defensa, el general Juan Arévalo Gardoqui. Martínez Zapata, mantuvo amistad con el jefe de Estado Mayor de la Defensa, el general , quien lo mantuvo como subjefe de la secretaría quien estaba a su cargo. En 1984 fue ascendido a teniente coronel, regresando a su tierra natal adscrito como subjefe de Estado Mayor de la 30 zona militar. En ese mismo año, López Obrador emigró al Distrito Federal, mientras Audomaro permaneció en Villahermosa hasta julio de 1987. En agosto de ese año regresó con el general Arévalo, donde permaneció hasta 1988 cuando fue enviado como comandante del 21 regimiento de caballería. Durante los últimos meses del sexenio de Miguel de la Madrid fue ascendido a coronel. En diciembre de 1988, a raíz de la llegada de Antonio Riviello Bazán, comenzó una reorganización del escalafón militar que complicaba la posibilidad de ascenso a los no infantes. Al siguiente año, el general Riviello creó el arma blindada, que era una rama del Ejército dedicada a los tanques y a labores de reconocimiento, por lo que fue en ese año cuando Martínez Zapata solicitó su cambio a esta división con miras a ascender. A partir de 1991, Audumaro fue uno de los militares encargados de adiestrar a quienes integrarían las nuevas corporaciones. En 1976 se graduó del curso de mando y Estado Mayor en la Escuela Superior de Guerra (ESG), donde tuvo como compañeros de generación a Guillermo Galván Galván y a . A mediados del sexenio de Carlos Salinas de Gortari, fue profesor de táctica de unidades blindadas y luego impartió geopolítica en la ESG. En febrero de 1992 dejó la ESG y se fue comisionado a la segunda brigada blindada bajo el mando de . En noviembre de 1995 fue ascendido a general brigadier en Irapuato, Guanajuato, bajo el mando del general . En noviembre de 2001 llegó a general de brigada. López Obrador, lo propuso como jefe de su seguridad. El 8 de febrero de 2006 se incorporporó al equipo de campaña del candidato por la Coalición Por el Bien de Todos. El 1 de Diciembre de 2019 Asume el Cargo de Director General del Centro de Inteligencia Nacional (CNI), dependencia que sustituye al Centro de Inteligencia y Seguridad Nacional (CISEN), agencias mexicana dependiente de la Secretaría de Gobernación (SEGOB)."
"http://dbpedia.org/ontology/abstract","Audrey Azoulay (París, 4 de agosto de 1972) es una alta funcionaria y política francesa. Fue consejera cultural del presidente François Hollande (2014-2016) y ministra de Cultura y Comunicación en el gobierno de Manuel Valls de febrero de 2016 hasta mayo de 2017. El 10 noviembre fue elegida directora general de la Unesco por un mandato de cuatro años. Asumió el mandato el 15 de noviembre.​"
"http://dbpedia.org/ontology/abstract","Auger de Balben, Oger de Balben u Otteger de Balben fue un monje francés del siglo XII nacido en el Delfinado, en Risoul. Sirvió como tercer  Gran maestre de la Orden de Malta.​ En 1160, habría participado en el  siendo proclamado Gran Maestre por el papa Alejandro III en contra del antipapa Víctor IV. Tras la muerte del rey Balduino III en 1162, logró diplomáticamente evitar una guerra civil al ascender Amalarico I. Como Gran Maestro Hospitalario tiene el mérito de establecer nuevas sedes de la orden en España."
"http://dbpedia.org/ontology/abstract","August Zaleski (nacido el 13 de septiembre de 1883 en Varsovia y fallecido el 7 de abril de 1972 en Londres) fue un político y diplomático polaco, que fue dos veces  y presidente de la República de Polonia en el Gobierno de Polonia en el exilio. Zaleski terminó sus estudios en Londres antes de la Primera Guerra Mundial. Trabajó en Varsovia como bibliotecario en el . En 1917 dio clases sobre lengua y literatura polacas en Londres, donde ingresó en la francmasonería; usó la organización como medio de influenciar en beneficio de Polonia. Durante la Primera Guerra Mundial, una de sus tareas fue convencer a Gran Bretaña de que la actividad del ejército de Piłsudski no iba dirigida contra las fuerzas de la coalición aliada, sino únicamente contra Rusia. Fue diplomático acreditado en Suiza, Grecia (donde fue el primer embajador polaco tras la independencia)​ e Italia. En mayo de 1926 se encontraba de paso en Varsovia, regresado de Roma y camino de Tokio donde iba a ser arrinconado por el Gobierno como partidario de Piłsudski,​ cuando el golpe de Estado encabezado por este le dio la oportunidad de aceptar la cartera de Asuntos Exteriores.​ La política exterior, sin embargo, la decidía Piłsudski.​ Lento, paciente y afable,​ fue fiel servidor del mariscal. Sólo después, cuando Piłsudski se desentendió del día a día en el ministerio, aumentó la autonomía de Zaleski, aunque todas las decisiones de importancia debían obtener la aprobación de Piłsudski.​ Tuvo éxito en el foro de la Sociedad de Naciones. Cuando el mariscal sospechó de la nueva actitud Francia ante las exigencias revisionistas alemanas en 1932 y decidió cambiar su política exterior, optando por más independencia respecto de las decisiones de París, Zaleski, el hombre de la Sociedad de Naciones, fue sustituido por Józef Beck, que llevó a cabo una política más dura e independiente y más cercana a Alemania.​ Fue senador de 1928 a 1935 y luego presidente del Consejo Supremo del Banco Comercial en Varsovia, que trasladó a Francia durante la invasión de Polonia en 1939. Tras asumir el cargo de presidente en el exilio en abril de 1947, nombró primer ministro al general Tadeusz Bór-Komorowski. Tras completar su mandato de siete años en el cargo, lo extendió indefinidamente. Uno de sus partidarios fue Cat-Mackiewicz, que le remplazó en el puesto de primer ministro cuando el general Władysław Anders se negó a obedecerlo. Tras su muerte en abril de 1972, dejó designado a Stanisław Ostrowski como su sucesor."
"http://dbpedia.org/ontology/abstract","Auguste Adib Pacha (2 agosto 1859-9 julio 1936) (en árabe, أوغست أديب باشا: en árabe, أوغست أديب باشا) fue Primer ministro de Líbano, como parte del Mandato francés de Siria y Líbano (en árabe, أوغست أديب باشا). Desempeñó el cargo en dos legislaturas entre los años 1926 y 1932."
"http://dbpedia.org/ontology/abstract","Auguste Marie François Beernaert (Ostende, 26 de julio de 1829 – Lucerna, 6 de octubre de 1912 en ) fue un jurista y político belga. Partidario del arbitraje internacional, participó en las Conferencias de la Haya de 1899 y 1907. Recibió el Premio Nobel de la Paz de 1909 que compartió con el barón Paul d'Estournelles. Auguste Beernaert nació en 1829, hijo de un funcionario del gobierno. Durante su educación, estudió Derecho en la Universidad de Lovaina y obtuvo su graduación en 1850. Financiado por una beca escolar visitó las universidades de Berlín, París, Heidelberg, Leipzig y Estrasburgo durante dos años y volvió en 1853 a Bruselas donde se convirtió en un exitoso abogado. Fue primer ministro de Bélgica (1884-1894), ministro de Obras Públicas (1873-1878), ministro de Agricultura, Industria y  y presidente de la Cámara de los Diputados. También fue el primer presidente de la Unión Interparlamentaria desde 1909 hasta 1912. Fue diputado y se mantuvo activo en la política hasta a la edad de 73 años. Murió en un hospital suizo en octubre de 1912.​ Fue a través de su trabajo interparlamentario y en las conferencias internacionales de paz en La Haya en 1899 y 1907 que se hizo conocido como un luchador por la paz. En La Haya, entre otras asignaciones, dirigió la comisión que se ocupaba de las leyes de guerra, y siempre defendió la causa de los estados pequeños. En el primer caso se presentó ante la Corte Internacional de La Haya en 1902 Estados Unidos contra México, Beernaert defendió la causa mexicana.​"
"http://dbpedia.org/ontology/abstract","Auguste-Maurice Barrès (Charmes-sur-Moselle, 19 de agosto de 1862 – Neuilly-sur-Seine, 4 de diciembre de 1923) fue un escritor, político y publicista francés, hispanófilo.​"
"http://dbpedia.org/ontology/abstract","Augustin Matata Ponyo (5 de junio de 1964) es un político congoleño. Fue primer ministro de la República Democrática del Congo desde el 18 de abril de 2012 hasta el 17 de noviembre de 2016.​"
"http://dbpedia.org/ontology/abstract","Augustinas Voldemaras (Dysna, 16 de abril de 1883-Moscú, 16 de diciembre de 1942) fue un político lituano de extrema derecha,​ primer ministro de la República de Lituania en dos ocasiones."
"http://dbpedia.org/ontology/abstract","Augusto Arturo Salazar Larraín (Lima, 21 de marzo de 1926-Ib., 26 de junio de 2020)​ fue un periodista, catedrático, abogado y político peruano."
"http://dbpedia.org/ontology/abstract","Augusto Barcia Trelles (Vegadeo, 5 de marzo de 1881-Buenos Aires, 19 de junio de 1961) fue un abogado, escritor, periodista y político español, de ideología republicana. Durante el período de la Segunda República llegó a ser varias veces ministro y presidente del Consejo de Ministros. Tras el final de la Guerra civil española marchó al exilio."
"http://dbpedia.org/ontology/abstract","Augusto Bernardino Leguía y Salcedo (Lambayeque, 19 de febrero de 1863-Callao, 6 de febrero de 1932) fue un político peruano, que ejerció dos veces la Presidencia Constitucional del Perú: de 1908 a 1912; y de 1919 a 1930. A este último período, que suma once años consecutivos, resultado de tres sucesivas reelecciones, se le conoce como el Oncenio. En total gobernó 15 años, y ganó cuatro elecciones presidenciales, siendo el mandatario peruano que más tiempo ha gobernado hasta el momento. En su juventud siguió estudios mercantiles en Chile y participó en la defensa de Lima, durante la guerra del Pacífico. Convertido en un hombre de negocios muy hábil, hizo fortuna con la industria azucarera y en el sector de la venta de seguros. Inició su militancia política en el Partido Civil. Fue Ministro de Hacienda y Comercio durante los gobiernos de Manuel Candamo Iriarte y Serapio Calderón, entre 1903 y 1904. Luego, conservando el mismo portafolio, fue Presidente del Consejo de Ministros del primer gobierno José Pardo y Barreda, entre 1904 y 1907. Ganó enseguida las elecciones presidenciales de 1908, y gobernó hasta 1912. Durante este primer período enfrentó problemas limítrofes con los cinco países vecinos, de los cuales sólo logró solucionar definitivamente aquellos que mantenía con Brasil (Tratado Velarde-Río Branco, 8 de septiembre de 1909) y Bolivia (Tratado Polo-Bustamante, 17 de septiembre de 1909). En el orden interno afrontó también mucha turbulencia. Enfrentó con valentía una intentona golpista promovida por el hermano y los hijos de Nicolás de Piérola. Se separó del Partido Civil, que se fraccionó en dos. Tras finalizar su mandato, sufrió el acoso del nuevo gobierno de Guillermo Billinghurst y partió al exilio. De vuelta en el Perú en 1919, participó en las elecciones presidenciales de ese año, convocadas por el presidente José Pardo (que ejercía entonces la presidencia por segunda vez). Se vislumbraba ya su triunfo, pero, temiendo que el gobierno no respetase el resultado, el 4 de julio de 1919 dio un golpe de Estado, apoyado por la gendarmería. Asumió el poder como presidente provisorio y disolvió el Congreso, convocando en su reemplazo a una Asamblea Nacional, cuya misión sería consagrar importantes reformas constitucionales. Este nuevo Parlamento lo eligió Presidente Constitucional el 12 de octubre de 1919, y dio una nueva carta política en reemplazo de la vieja Constitución de 1860 (Constitución de 1920). Leguía se perennizó en el poder, reeligiéndose en 1924 y en , tras sendas reformas constitucionales. Denominó a su gobierno como la «Patria Nueva», pues pretendía que con él se iniciaba la modernidad en el país. En tal sentido, realizó importantes y numerosas obras públicas, tanto en Lima como en provincias. Durante su largo mandato, Lima fue modernizada mediante la ejecución de obras públicas, financiadas mediante empréstitos y cuyo fin inmediato fue festejar apoteósicamente el Centenario de la Independencia Nacional en 1921. Creó el Banco de Reserva y el Banco Central Hipotecario, así como los Estancos de Alcohol, Naipes y Fósforos. Legalizó las comunidades indígenas. Creó la Guardia Civil del Perú. Fomentó la construcción de carreteras y obras de irrigación. Firmó el Tratado de Límites con Colombia (24 de marzo de 1922) y el Tratado de Límites con Chile (3 de junio de 1929), tratados muy controversiales que han motivado que se califique a Leguía de «entreguista», pero que tuvieron el mérito de poner fin a largas disputas con dichas naciones, que anteriores gobiernos no pudieron resolver. Luego de once años de gobierno consecutivo (periodo conocido como el Oncenio), Leguía fue derrocado por el teniente coronel EP Sánchez Cerro, el 25 de agosto de 1930, siendo luego apresado e internado en el Panóptico de Lima. Allí enfermó gravemente y tuvo que ser trasladado al Hospital Naval del Callao, donde falleció en 1932."
"http://dbpedia.org/ontology/abstract","Augusto Borderas Gaztambide (Irún, 20 de junio de 1932) es un pediatra y político español. Pediatra por la Universidad de Zaragoza​ (1955) y doctor por la Universidad de Santiago, ejerció en Éibar entre 1959 y 1966; más tarde fue jefe del Servicio de Pediatría del hospital de Txagorritxu de Vitoria (1973-1987), compaginándolo primero con el cargo de subdirector (1980-1982), y luego con el de director del hospital (1983-1986), desde donde presenció víctimas de atentados de ETA.​ Fue concejal en el Ayuntamiento de Vitoria entre 1980 y 1982, parlamentario vasco entre 1986 y 1989, y Senador por Álava entre 1989 y 1996 por parte del PSE-PSOE. También ha sido miembro del Consejo de Europa de 1990 a 1995, de la Unión Europea Occidental, y de la Asamblea del Atlántico Norte. En 1996 dejó la política activa, siendo más tarde representante del Consejo del Menor en Álava. Actualmente es Patrono de la Fundación Fernando Buesa Blanco Fundazioa, creada en honor al parlamentario y amigo personal suyo Fernando Buesa, asesinado por la banda terrorista ETA. También es Presidente de Honor de la revista .​"
"http://dbpedia.org/ontology/abstract","Augusto Costa (Buenos Aires, 22 de diciembre de 1974) es un economista y funcionario público argentino. Actualmente ocupa el cargo de ministro de Producción, Ciencia e Innovación Tecnológica de la Provincia de Buenos Aires dentro del gabinete del gobernador Axel Kicillof. Antes ocupó diversos puestos en la gestión pública donde destaca el de secretario de Comercio de la Nación (2014-2015),​siendo uno de los creadores de los programas Precios Cuidados​ y Ahora 12."
"http://dbpedia.org/ontology/abstract","Augusto César Belluscio  (Buenos Aires, Argentina, 10 de junio de 1930 ) es un jurista civilista especialista en Derecho de familia que fue Ministro de la Corte Suprema de Justicia de Argentina."
"http://dbpedia.org/ontology/abstract","Augusto Dammert León (Lima, 2 de noviembre de 1918 - Lima, 10 de octubre de 2005) fue un diplomático peruano."
"http://dbpedia.org/ontology/abstract","Augusto Daniel Ramírez Uhía (Valledupar, Cesar, 25 de diciembre de 1982), conocido como ""Tuto Uhía"", es un cantante de música vallenata, abogado y político colombiano."
"http://dbpedia.org/ontology/abstract","Augusto Durand Maldonado, (Huánuco, 6 de septiembre de 1870-Océano Pacífico, 31 de marzo de 1923) fue un político y empresario agrícola peruano. Se hizo popular por organizar revoluciones contra diversos gobiernos de la llamada República Aristocrática, encabezando montoneras armadas. Fue diputado en varios periodos, y presidió su cámara en 1895-1896. Fue además fundador del Partido Liberal (1902) y director del diario La Prensa de Lima. Su última aventura revolucionaria fue contra los planes continuistas del presidente Augusto B. Leguía, pero tras ser capturado en Paita, murió en el trayecto hacia el Callao, a bordo del buque que lo transportaba. Se esparció el rumor de que murió envenenado, pero lo más probable es que muriera víctima de una enfermedad. Se le recuerda también por impulsar la industrialización de la coca."
"http://dbpedia.org/ontology/abstract","Augusto Edmundo Lobos Barrientos (Quemchi, 1914 - Santiago, 1947) fue un profesor y político liberal chileno. Hijo de José Vicente Lobos Toledo y María Abigail Barrientos Díaz. Contrajo matrimonio con Ludovina Valeria Wiehoff Nettig. Estudió en el Liceo de Valdivia y en la Escuela de Arquitectura de la Universidad de Chile, donde egresó como arquitecto civil (1937). Llegó a Puerto Montt a hacerse cargo de la construcción del primer teatro municipal. Fue elegido alcalde de la Municipalidad de Puerto Montt (1938-1941). Durante su administración continuó con una proliferación de edificaciones estilo coloniales. Remodeló la iglesia de la ciudad, el muelle y el edificio municipal."
